,original_text,cleaned_text,true_expert
1380,"мероприятия, реализуемые на кразе, бразе, нказе, учтены в комплексных городских планах по минимизации выбросов загрязняющих веществ в красноярске, братске и новокузнецке соответственно. комплексные планы направлены на обеспечение благоприятных условий проживания жителей за счет значительного снижения выбросов загрязняющих веществ в атмосферу. ",мероприятие реализовать краз браз нказе учесть комплексный городской план минимизация выброс загрязнять вещество красноярск братск новокузнецк соответственно комплексный план направить обеспечение благоприятный условие проживание житель счёт значительный снижение выброс загрязнять вещество атмосфера,Экология в целом
1381,"в компании действует ряд основополагающих документов, закрепляющих ключевые положения природоохранной деятельности: экологическая политика включает принципы, которые компания обязуется соблюдать при принятии управленческих решений на всех уровнях в целях предотвращения и минимизации негативного воздействия на окружающую среду. экологическая политика также содержит направления природоохранной деятельности компании. в 2022 году экологическая политика была обновлена с учетом стратегии устойчивого развития, также актуализированной в отчетном году.",компания действовать ряд основополагающий документ закреплять ключевой положение природоохранный деятельность экологический политика включать принцип который компания обязываться соблюдать принятие управленческий решение уровень цель предотвращение минимизация негативный воздействие окружающий среда экологический политика также содержать направление природоохранный деятельность компания 2022 год экологический политика обновить учёт стратегия устойчивый развитие также актуализировать отчётный год,Экология в целом
1382,"политика сохранения биоразнообразия и повышения качества экосистемных услуг включает позицию компании в отношении сохранения биоразнообразия и ключевые принципы, которыми компания руководствуется в этой области. разработанным документом в компании вводится риск-ориентированный подход, при котором при планировании и осуществлении производственной деятельности обязательна оценка рисков для сохранения биоразнообразия. политика была разработана и интегрирована в 2022 году. кодекс корпоративной этики включает требования в части охраны окружающей среды, которые компания предъявляет к своим сотрудникам, руководителям, членам совета директоров, поставщикам товаров и услуг, посредникам, консультантам и другим деловым  партнерам. изложенные требования связаны с соблюдением природоохранного законодательства, снижением негативного воздействия на компоненты окружающей среды, рекультивацией и восстановлением биоразнообразия, экологически безопасным обращением с опасными отходами.",политика сохранение биоразнообразие повышение качество экосистемный услуга включать позиция компания отношение сохранение биоразнообразие ключевой принцип который компания руководствоваться область разработать документ компания вводиться подход который планирование осуществление производственный деятельность обязательный оценка риск сохранение биоразнообразие политика разработать интегрировать 2022 год кодекс корпоративный этика включать требование часть охрана окружающий среда который компания предъявлять свой сотрудник руководитель член совет директор поставщик товар услуга посредник консультант другой деловой партнёр изложить требование связать соблюдение природоохранный законодательство снижение негативный воздействие компонент окружающий среда рекультивация восстановление биоразнообразие экологически безопасный обращение опасный отход,Экология в целом
1383,"руководство системой экологического менеджмента закрепляет принцип охраны окружающей среды в качестве одного из приоритетных для компании. руководство также содержит этические принципы по данному направлению деятельности, обязательные к выполнению всеми сотрудниками русала. принципы касаются ресурсосбережения, предотвращения экологических происшествий, развития системы экологического менеджмента, соблюдения природоохранного законодательства, управления экологическими рисками, личной экологической ответственности сотрудников.",руководство система экологический менеджмент закреплять принцип охрана окружающий среда качество один приоритетный компания руководство также содержать этический принцип дать направление деятельность обязательный выполнение весь сотрудник русало принцип касаться ресурсосбережение предотвращение экологический происшествие развитие система экологический менеджмент соблюдение природоохранный законодательство управление экологический риск личный экологический ответственность сотрудник,Экология в целом
1384,"система менеджмента предприятий русала функционирует с учетом требований международного стандарта iso 14001 «системы экологического менеджмента» (сэм) и обеспечивает эффективное управление экологическими аспектами, рисками и возможностями. по состоянию на конец 2022 года 22 предприятия компании сертифицированы на соответствие требованиям международного стандарта iso 14001. предприятия и управляющая компания на регулярной основе проходят надзорные и ресертификационные аудиты для подтверждения соответствия. gri 3-3 особое внимание компания уделяет повышению эффективности использования природных ресурсов и снижению воздействия на окружающую среду и климат на всех этапах своей хозяйственной деятельности. алроса внедряет передовые практики в области охраны окружающей среды и снижения климатического воздействия.",менеджмент предприятие русало функционировать учёт требование международный стандарт iso 14001 система экологический менеджмент сэм обеспечивать эффективный управление экологический аспект риск возможность состояние конец 2022 год 22 предприятие компания сертифицировать соответствие требование международный стандарт iso 14001. предприятие управлять компания регулярный основа проходить надзорный ресертификационный аудит подтверждение соответствие gri особый внимание компания уделять повышение эффективность использование природный ресурс снижение воздействие окружающий среда климат этап свой хозяйственный деятельность алрос внедрять передовой практика область охрана окружающий среда снижение климатический воздействие,Экология в целом
1385,"документ область регулирования экологическая политика закрепляет руководящие принципы и практические меры в области оос, рационального использования природных ресурсов (включая водные и энергетические), изменения климата  политика в области охраны водных ресурсов (утверждена в 2022 году) устанавливает в качестве приоритетов компании обеспечение целостного подхода к анализу количественных характеристик водных объектов в целях обоснованного и бережного водопользования, безопасную эксплуатацию водохозяйственных комплексов и объектов, предотвращение загрязнения и улучшение состояния природных водных объектов и экосистем  подробнее о положениях политики можно узнать в разделе «использование водных ресурсов» политика в области энергоэффективности и энергосбережения охватывает принципы, стратегические цели и приоритетные направления деятельности в энергетической области подробнее о положениях политики можно узнать в разделе «потребление энергии и энергоэффективность» стандарт управления хвостохранилищами (утвержден в 2022 году) определяет подход компании в области управления хвостохранилищами подробнее о внедрении стандарта можно узнать в разделе «управление хвостохранилищами»",документ область регулирование экологический политика закреплять руководящий принцип практический мера область оос рациональный использование природный ресурс включая водный энергетический изменение климат политика область охрана водный ресурс утвердить 2022 год устанавливать качество приоритет компания обеспечение целостный подход анализ количественный характеристика водный объект цель обоснованный бережный водопользование безопасный эксплуатация водохозяйственный комплекс объект предотвращение загрязнение улучшение состояние природный водный объект экосистема подробный положение политика узнать раздел использование водный ресурс политика область энергоэффективность энергосбережение охватывать принцип стратегический цель приоритетный направление деятельность энергетический область подробный положение политика узнать раздел потребление энергия энергоэффективность стандарт управление хвостохранилище утвердить 2022 год определять подход компания область управление хвостохранилище подробный внедрение стандарт узнать раздел управление хвостохранилище,Экология в целом
1386,"стандарты, регламентирующие методологии расчета и учета экологических показателей в 2022 году компания утвердила ряд стандартов, касающихся расчета показателей в области биоразнообразия, выбросов парниковых газов (охваты 1, 2 и 3), учета водопотребления и водоотведения, выбросов загрязняющих веществ в атмосферный воздух, образования отходов и последующего обращения с ними стандарт по планированию оценки воздействия на окружающую среду (утвержден в 2022 году) стандарт устанавливает требования по проведению комплексной оценки воздействия на окружающую среду при разработке обосновывающей (проектной и иной) документации по планируемой (намечаемой) деятельности концепция энергосбережения и повышения энергетической эффективности до 2035 года включает в себя стратегические цели и направления деятельности в области энергопотребления и энергоэффективности",стандарт регламентировать методология расчёт учёт экологический показатель 2022 год компания утвердить ряд стандарт касаться расчёт показатель область биоразнообразие выброс парниковый газ охват 1 2 3 учёт водопотребление водоотведение выброс загрязнять вещество атмосферный воздух образование отход последующий обращение они стандарт планирование оценка воздействие окружающий среда утвердить 2022 год стандарт устанавливать требование проведение комплексный оценка воздействие окружающий среда разработка обосновывать проектный иной документация планировать намечать деятельность концепция энергосбережение повышение энергетический эффективность 2035 год включать стратегический цель направление деятельность область энергопотребление энергоэффективность,Экология в целом
1387, комплексная программа мероприятий по охране окружающей среды и экологической безопасности на 2019—2023 годы охватывает мероприятия разной направленности для предотвращения и минимизации возможного негативного воздействия на окружающую среду,комплексный программа мероприятие охрана окружающий среда экологический безопасность 2019—2023 год охватывать мероприятие разный направленность предотвращение минимизация возможный негативный воздействие окружающий среда,Экология в целом
1388,"долгосрочная программа рекультивации нарушенных земель на 2019−2028 годы программа охватывает вопросы рекультивации земель после проведения геологических работ, ликвидации объектов недропользования и хвостохранилищ либо сдачи невостребованных арендованных площадей программа инновационного развития и технологической модернизации ак «алроса» (пао) до 2024 года устанавливает охрану окружающей среды в качестве одного из ключевых приоритетов и включает в себя инновационные проекты в данной области ",долгосрочный программа рекультивация нарушить земля 2019−2028 год программа охватывать вопрос рекультивация земля проведение геологический работа ликвидация объект недропользование хвостохранилище либо сдача невостребованный арендовать площадь программа инновационный развитие технологический модернизация алрос 2024 год устанавливать охрана окружающий среда качество один ключевой приоритет включать инновационный проект дать область,Экология в целом
1389,"2022 году компания ввела в промышленную эксплуатацию информационно-аналитическую систему экологического мониторинга на базе «1с:производственная безопасность. охрана окружающей среды» и модуля «цпс: гис-geoserver». система включает в себя блок учета, отчетности и отражения результатов в виде информационных виджетов. внедрение единой информационно-аналитической системы экологического мониторинга в ak «алроса» позволило отказаться от рутинных операций первичного учета данных, повысить логический контроль первичной информации, осуществлять контроль за экологическим мониторингом в оперативном режиме, сократить сроки подготовки регламентированной и ежегодной управленческой отчетности (включая полностью автоматизированное формирование форм для подготовки отчета об устойчивом развитии). gri 3-3 в отчетном году группа «аэрофлот» продолжила следовать намеченному ранее курсу на экологичность. подходы группы к охране окружающей среды и экологизации перевозок отражены в политике в области устойчивого развития группы и политике пао «аэрофлот» в области качества и экологии. основные направления деятельности определяются ежегодными экологическими целями и программой по повышению экологической ответственности и энергоэффективности пао «аэрофлот». в отчетном году компания провела обучение системе экологического менеджмента и другим аспектам природоохранной деятельности для 13 сотрудников. были разработаны и актуализированы некоторые локальные нормативные акты, регламентирующие деятельность в 2022 году «аэрофлот» достиг всех целевых показателей. цель на 2022 год цель на 2022 год статус выполнения 1,6 квт · ч / пасс. удельный расход электроэнергии 0,0018 гкал/пасс удельный расход тепловой энергии 1,5 квт · ч / пасс. удельный расход электроэнергии 0,0018 гкал/пасс снижение массы выбросов загрязняющих веществ в атмосферный воздух при наземном обслуживании воздушных судов  0,004 г/пкм 0,003 г/пкм нулевые сбросы в поверхностные водные объекты 0 cбросов прекращен сброс сточных ливневых вод в водный объект с территории офисного комплекса «мелькисарово» снижение загрязнения окружающей среды вследствие образования и размещения отходов 0,07 г/пкм удельное количество образования отходов 41,0 % доля отходов производства, переданных на переработку 45,4 % доля отходов производства, переданных на переработку снижение риска нанесения вреда окружающей среде в результате аварийных и нештатных ситуаций 0 аварийных/ нештатных ситуаций в 2022 году нештатных/ аварийных ситуаций зафиксировано не было","2022 год компания ввести промышленный эксплуатация система экологический мониторинг база 1с производственный безопасность охрана окружающий среда модуль цпс включать блок учёт отчётность отражение результат вид информационный виджет внедрение единый система экологический мониторинг ak алрос позволить отказаться рутинный операция первичный учёт данные повысить логический контроль первичный информация осуществлять контроль экологический мониторинг оперативный режим сократить срок подготовка регламентировать ежегодный управленческий отчётность включая полностью автоматизированный формирование форма подготовка отчёт устойчивый развитие gri отчётный год группа продолжить следовать наметить ранее курс экологичность подход группа охрана окружающий среда экологизация перевозка отразить политика область устойчивый развитие группа политика область качество экология основной направление деятельность определяться ежегодный экологический цель программа повышение экологический ответственность энергоэффективность отчётный год компания провести обучение система экологический менеджмент другой аспект природоохранный деятельность 13 сотрудник разработать актуализировать некоторый локальный нормативный акт регламентировать деятельность 2022 год достигнуть целевой показатель цель 2022 год цель 2022 год статус выполнение 1,6 квт ч пасс удельный расход электроэнергия 0,0018 гкал/пасс удельный расход тепловой энергия 1,5 квт ч пасс удельный расход электроэнергия 0,0018 гкал/пасс снижение масса выброс загрязнять вещество атмосферный воздух наземный обслуживание воздушный судно 0,004 г/пкм 0,003 г/пкм нулевой сброс поверхностный водный объект 0 cбросовый прекратить сброс сточный ливневый вода водный объект территория офисный комплекс мелькисарово снижение загрязнение окружающий среда вследствие образование размещение отход 0,07 г/пкм удельный количество образование отход 41,0 доля отход производство передать переработка 45,4 доля отход производство передать переработка снижение риск нанесение вред окружающий среда результат аварийный нештатный ситуация 0 аварийных/ нештатный ситуация 2022 год нештатных/ аварийный ситуация зафиксировать",Экология в целом
1390,"компании в рамках сэм: • управление и мониторинг в области охраны окружающей среды; • инструкция ответственного по охране окружающей среды в структурных подразделениях пао «аэрофлот»; • реестр требований и обязательств, применимых к экологическим аспектам (обновляется ежеквартально); • реестр разрешительной документации в области охраны окружающей среды; • реестр экологических аспектов, связанных с деятельностью подрядчиков и поставщиков; • реестр экологических аспектов, связанных с потенциально возможными аварийными и нештатными ситуациями. компании группы «аэрофлот» ежегодно проходят независимый аудит на соответствие интегрированной системы менеджмента требованиям международных стандартов iso 9001:2015 и iso 14001:2015. в 2022 году пао «аэрофлот» успешно прошло аудит.",компания рамка сэм управление мониторинг область охрана окружающий среда инструкция ответственный охрана окружающий среда структурный подразделение реестр требование обязательство применимый экологический аспект обновляться ежеквартально реестр разрешительный документация область охрана окружающий среда реестр экологический аспект связанный деятельность подрядчик поставщик реестр экологический аспект связанный потенциально возможный аварийный нештатный ситуация компания группа ежегодно проходить независимый аудит соответствие интегрировать система менеджмент требование международный стандарт iso 9001:2015 iso 14001:2015. 2022 год успешно пройти аудит,Экология в целом
1391,"gri: 3-3 компания признает влияние своей производственной деятельности на биоразнообразие, качество атмосферного воздуха, водные и земельные ресурсы. в 2022 году основное внимание группы по-прежнему было направлено на охрану окружающей среды.",gri компания признать влияние свой производственный деятельность биоразнообразие качество атмосферный воздух водный земельный ресурс 2022 год основный внимание группа направить охрана окружающий среда,Экология в целом
1392,"эн+ занималась проведением ниокр, внедрением наилучших доступных технологий и модернизацией оборудования с целью предотвращения или минимизации своего воздействия на окружающую среду во всех сферах своей деятельности. компания продолжила реализацию федеральных экологических проектов, таких как «чистый воздух», «оздоровление волги», «сохранение озера байкал», «чистая вода», «сохранение уникальных водных объектов» и «чистая страна».",эн+ заниматься проведение ниокр внедрение хороший доступный технология модернизация оборудование цель предотвращение минимизация свой воздействие окружающий среда сфера свой деятельность компания продолжить реализация федеральный экологический проект такой чистый воздух оздоровление волга сохранение озеро байкал чистый вода сохранение уникальный водный объект чистый страна,Экология в целом
1393,"в целях выполнения требований государственных органов эн+, помимо прочего, проводит оценку воздействия на окружающую среду на каждой своей производственной площадке.",цель выполнение требование государственный орган эн+ помимо прочее проводить оценка воздействие окружающий среда каждый свой производственный площадка,Экология в целом
1394,"основным документом, регулирующим вопросы экологического менеджмента в группе, является экологическая политика, разработанная в соответствии со стандартом исо 14001. политика является обязательной для всех органов управления группы и организаций, входящих в ее состав. кроме того, договоры, подписываемые производственными предприятиями компании с подрядчиками, требуют от подрядчиков соблюдения экологической политики компании.",основный документ регулировать вопрос экологический менеджмент группа являться экологический политика разработать соответствие стандарт исо 14001. политика являться обязательный орган управление группа организация входящий состав кроме договор подписывать производственный предприятие компания подрядчик требовать подрядчик соблюдение экологический политика компания,Экология в целом
1395,"gri: 2-13 структура управления компании предусматривает рассмотрение вопросов охраны окружающей среды как на уровне совета директоров, так и на уровне исполнительного руководства. от лица совета директоров вопросы системы управления рисками, в том числе связанные с охраной окружающей среды, рассматривает комитет по от, пб и оос. функции комитета подробно описаны в соответствующем положении о комитете.",gri структура управление компания предусматривать рассмотрение вопрос охрана окружающий среда уровень совет директор уровень исполнительный руководство лицо совет директор вопрос система управление риск число связанный охрана окружающий среда рассматривать комитет пб оос функция комитет подробно описать соответствовать положение комитет,Экология в целом
1396,"ориентируясь на мировой опыт развития цифровых услуг, мтс разрабатывает актуальные предложения для разных сегментов. в декабре 2019 года мтс впервые предложила своим клиентам возможность формирования их тарифного плана на основе алгоритмов искусственного интеллекта. в течение месяца искусственный интеллект анализирует стиль общения клиента и формирует персональный тариф, который будет учитывать потребности и оптимизировать затраты на мобильную связь и интернет.",ориентироваться мировой опыт развитие цифровой услуга разрабатывать актуальный предложение разный сегмент декабрь 2019 год впервые предложить свой клиент возможность формирование тарифный план основа алгоритм искусственный интеллект течение месяц искусственный интеллект анализировать стиль общение клиент формировать персональный тариф который учитывать потребность оптимизировать затрата мобильный связь интернет,Потребители. Ценовая политика
1397,"важным направлением улучшения клиентского опыта в 2021 году стало повышение прозрачности в коммуникациях компании о ее продуктовых предложениях. это ключевая составляющая для укрепления доверия клиентов, использующих продукты и сервисы экосистемы мтс. мы провели аудиты cjm (customer journey map) по популярным тарифным планам, услугам и по результатам аудитов смоделировали сценарии коммуникаций клиента с компанией. результатом проведенной работы для клиента стало повышение прозрачности информации по списаниям и запуск рассылки sms / push-уведомлений с финансовой информацией именно в тот момент, когда это требуется потребителю сервиса.   авиакомпания «аэрофлот» развивает программу «аэрофлот бонус» для поощрения лояльных пассажиров и стимулирования полетной активности. компания реализовала ряд специальных акций и предложений с выгодными условиями перелета. также с предыдущего года сохранены льготные условия получения элитных уровней по партнерским программам и сниженные условия квалификации для элитных уровней самой программы.",важный направление улучшение клиентский опыт 2021 год стать повышение прозрачность коммуникация компания продуктовый предложение это ключевой составлять укрепление доверие клиент использовать продукт сервис экосистема провести аудит cjm customer journey map популярный тарифный план услуга результат аудит смоделировать сценарий коммуникация клиент компания результат провести работа клиент стать повышение прозрачность информация списание запуск рассылка sms финансовый информация именно момент это требоваться потребитель сервис авиакомпания развивать программа бонус поощрение лояльный пассажир стимулирование полётный активность компания реализовать ряд специальный акция предложение выгодный условие перелёт также предыдущий год сохранить льготный условие получение элитный уровень партнёрский программа снизить условие квалификация элитный уровень сам программа,Потребители. Ценовая политика
1398,доступные продукты и решения мвидео для повседневного использования • лучшие цены и близость к клиенту • дополнительный ассортимент вне категории бтиэ,доступный продукт решение повседневный использование хороший цена близость клиент дополнительный ассортимент вне категория бтиэ,Потребители. Ценовая политика
1399,"м.видео продолжает выстраивать долгосрочные отношения с покупателями за счёт высокой персонализации сервиса и развития цифрового бесшовного опыта. компания внедрила модель с предложением персональной цены на основе искусственного интеллекта (ии) в мобильное предложение продавца и клиента, и авторизованный пользователь уже на раннем этапе при просмотре товаров видит возможную финальную стоимость покупки с учётом индивидуальной скидки и других акций, а также накопленных бонусов.",м.видео продолжать выстраивать долгосрочный отношение покупатель счёт высокий персонализация сервис развитие цифровой бесшовный опыт компания внедрить модель предложение персональный цена основа искусственный интеллект ия мобильный предложение продавец клиент авторизовать пользователь ранний этап просмотр товар видеть возможный финальный стоимость покупка учёт индивидуальный скидка другой акция также накопить бонус,Потребители. Ценовая политика
